dataset,model,sensitive,sparsity,seed,binning,n_bins,mean_ece_per_group,ece_disparity,min_group_ece,max_group_ece,n_groups_scored,mean_confidence,std_confidence,n_distinct_confidence,python,versions
adult,mlp,race,0.9,2,equal_mass,10,0.442025,0.182732,0.35742,0.540152,5,0.611987,0.013195,81,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.9,2,equal_mass,15,0.442025,0.182732,0.35742,0.540152,5,0.611987,0.013195,81,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.9,3,equal_width,10,0.216736,0.130878,0.14248,0.273358,5,0.609111,0.078762,4076,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.9,3,equal_width,15,0.217829,0.130703,0.14248,0.273183,5,0.609111,0.078762,4076,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.9,3,equal_mass,10,0.214384,0.135413,0.13777,0.273183,5,0.609111,0.078762,4076,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.9,3,equal_mass,15,0.216294,0.132962,0.14022,0.273183,5,0.609111,0.078762,4076,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.9,4,equal_width,10,0.235559,0.106479,0.182898,0.289377,5,0.624267,0.128621,4429,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.9,4,equal_width,15,0.238921,0.101245,0.190001,0.291246,5,0.624267,0.128621,4429,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.9,4,equal_mass,10,0.236361,0.089954,0.191646,0.2816,5,0.624267,0.128621,4429,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.9,4,equal_mass,15,0.246358,0.113278,0.195234,0.308512,5,0.624267,0.128621,4429,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.0,0,equal_width,10,0.127695,0.36742,0.025531,0.392951,6,0.656565,0.119306,566,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.0,0,equal_width,15,0.161934,0.339791,0.05316,0.392951,6,0.656565,0.119306,566,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.0,0,equal_mass,10,0.194354,0.389744,0.070676,0.46042,6,0.656565,0.119306,566,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.0,0,equal_mass,15,0.20646,0.390909,0.069511,0.46042,6,0.656565,0.119306,566,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.0,1,equal_width,10,0.088494,0.174347,0.023188,0.197535,6,0.653797,0.118276,570,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.0,1,equal_width,15,0.103179,0.238575,0.023188,0.261763,6,0.653797,0.118276,570,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.0,1,equal_mass,10,0.195074,0.448927,0.050491,0.499417,6,0.653797,0.118276,570,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.0,1,equal_mass,15,0.208643,0.435934,0.063483,0.499417,6,0.653797,0.118276,570,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.0,2,equal_width,10,0.136282,0.324255,0.013322,0.337578,6,0.656904,0.116444,560,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.0,2,equal_width,15,0.149167,0.302032,0.035545,0.337578,6,0.656904,0.116444,560,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.0,2,equal_mass,10,0.164077,0.303051,0.040548,0.343599,6,0.656904,0.116444,560,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.0,2,equal_mass,15,0.17685,0.290634,0.052965,0.343599,6,0.656904,0.116444,560,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.0,3,equal_width,10,0.153562,0.350107,0.021042,0.371149,6,0.656807,0.116118,578,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.0,3,equal_width,15,0.174731,0.32154,0.049609,0.371149,6,0.656807,0.116118,578,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.0,3,equal_mass,10,0.193773,0.319627,0.051522,0.371149,6,0.656807,0.116118,578,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.0,3,equal_mass,15,0.206798,0.299865,0.071284,0.371149,6,0.656807,0.116118,578,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.0,4,equal_width,10,0.158591,0.333022,0.03082,0.363841,6,0.64924,0.111167,578,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.0,4,equal_width,15,0.158402,0.321152,0.04269,0.363841,6,0.64924,0.111167,578,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.0,4,equal_mass,10,0.174971,0.316133,0.047709,0.363841,6,0.64924,0.111167,578,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.0,4,equal_mass,15,0.189879,0.305197,0.058644,0.363841,6,0.64924,0.111167,578,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.3,0,equal_width,10,0.126109,0.364347,0.028574,0.392921,6,0.656486,0.118889,512,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.3,0,equal_width,15,0.159657,0.344991,0.04793,0.392921,6,0.656486,0.118889,512,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.3,0,equal_mass,10,0.196443,0.397304,0.063094,0.460398,6,0.656486,0.118889,512,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.3,0,equal_mass,15,0.207284,0.394473,0.065925,0.460398,6,0.656486,0.118889,512,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.3,1,equal_width,10,0.090586,0.172956,0.025084,0.19804,6,0.652231,0.117918,509,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.3,1,equal_width,15,0.10397,0.237501,0.025084,0.262585,6,0.652231,0.117918,509,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.3,1,equal_mass,10,0.196391,0.446749,0.052674,0.499423,6,0.652231,0.117918,509,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.3,1,equal_mass,15,0.209593,0.436137,0.063286,0.499423,6,0.652231,0.117918,509,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.3,2,equal_width,10,0.136399,0.329297,0.012382,0.341679,6,0.655758,0.11612,502,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.3,2,equal_width,15,0.149092,0.307971,0.033708,0.341679,6,0.655758,0.11612,502,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.3,2,equal_mass,10,0.166436,0.29969,0.044417,0.344107,6,0.655758,0.11612,502,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.3,2,equal_mass,15,0.179641,0.287395,0.056711,0.344107,6,0.655758,0.11612,502,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.3,3,equal_width,10,0.155601,0.352696,0.023223,0.375918,6,0.657322,0.116314,516,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.3,3,equal_width,15,0.175068,0.335317,0.040601,0.375918,6,0.657322,0.116314,516,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.3,3,equal_mass,10,0.197708,0.316984,0.058934,0.375918,6,0.657322,0.116314,516,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.3,3,equal_mass,15,0.210896,0.30573,0.070188,0.375918,6,0.657322,0.116314,516,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.3,4,equal_width,10,0.160532,0.338902,0.028157,0.367059,6,0.646252,0.110192,526,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.3,4,equal_width,15,0.160496,0.336539,0.03052,0.367059,6,0.646252,0.110192,526,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.3,4,equal_mass,10,0.178302,0.325194,0.041865,0.367059,6,0.646252,0.110192,526,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.3,4,equal_mass,15,0.186471,0.314682,0.052377,0.367059,6,0.646252,0.110192,526,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.5,0,equal_width,10,0.129611,0.362562,0.032017,0.39458,6,0.650994,0.118978,448,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.5,0,equal_width,15,0.14805,0.342522,0.052057,0.39458,6,0.650994,0.118978,448,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.5,0,equal_mass,10,0.203102,0.394262,0.067243,0.461505,6,0.650994,0.118978,448,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.5,0,equal_mass,15,0.203925,0.38944,0.072066,0.461505,6,0.650994,0.118978,448,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.5,1,equal_width,10,0.159657,0.49231,0.03742,0.52973,6,0.646819,0.117899,437,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.5,1,equal_width,15,0.183448,0.482602,0.047129,0.52973,6,0.646819,0.117899,437,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.5,1,equal_mass,10,0.194653,0.478162,0.051568,0.52973,6,0.646819,0.117899,437,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.5,1,equal_mass,15,0.209973,0.464562,0.065169,0.52973,6,0.646819,0.117899,437,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.5,2,equal_width,10,0.099833,0.247831,0.021112,0.268943,6,0.649316,0.115597,437,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.5,2,equal_width,15,0.130894,0.312816,0.045601,0.358417,6,0.649316,0.115597,437,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.5,2,equal_mass,10,0.173973,0.312611,0.045941,0.358552,6,0.649316,0.115597,437,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.5,2,equal_mass,15,0.182589,0.29684,0.061712,0.358552,6,0.649316,0.115597,437,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.5,3,equal_width,10,0.150667,0.349056,0.030508,0.379564,6,0.649963,0.115419,444,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.5,3,equal_width,15,0.165595,0.338901,0.040664,0.379564,6,0.649963,0.115419,444,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.5,3,equal_mass,10,0.189923,0.328673,0.050891,0.379564,6,0.649963,0.115419,444,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.5,3,equal_mass,15,0.196652,0.312785,0.066779,0.379564,6,0.649963,0.115419,444,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.5,4,equal_width,10,0.151686,0.351586,0.021717,0.373303,6,0.639285,0.109075,451,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.5,4,equal_width,15,0.17697,0.329964,0.043339,0.373303,6,0.639285,0.109075,451,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.5,4,equal_mass,10,0.184783,0.306105,0.067198,0.373303,6,0.639285,0.109075,451,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.5,4,equal_mass,15,0.195808,0.295648,0.077655,0.373303,6,0.639285,0.109075,451,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.7,0,equal_width,10,0.136745,0.345779,0.053213,0.398991,6,0.649105,0.086745,32,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.7,0,equal_width,15,0.135702,0.349166,0.049826,0.398991,6,0.649105,0.086745,32,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.7,0,equal_mass,10,0.169879,0.370392,0.036467,0.406859,6,0.649105,0.086745,32,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.7,0,equal_mass,15,0.174312,0.370392,0.036467,0.406859,6,0.649105,0.086745,32,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.7,1,equal_width,10,0.189442,0.5449,0.016062,0.560962,6,0.648329,0.081249,30,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.7,1,equal_width,15,0.200322,0.509814,0.051149,0.560962,6,0.648329,0.081249,30,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.7,1,equal_mass,10,0.20563,0.518535,0.042427,0.560962,6,0.648329,0.081249,30,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.7,1,equal_mass,15,0.20501,0.509449,0.051513,0.560962,6,0.648329,0.081249,30,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.7,2,equal_width,10,0.104664,0.384121,0.016498,0.400619,6,0.647631,0.081144,30,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.7,2,equal_width,15,0.112473,0.384121,0.016498,0.400619,6,0.647631,0.081144,30,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.7,2,equal_mass,10,0.146841,0.351015,0.049604,0.400619,6,0.647631,0.081144,30,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.7,2,equal_mass,15,0.149791,0.351015,0.049604,0.400619,6,0.647631,0.081144,30,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.7,3,equal_width,10,0.12577,0.298166,0.058503,0.356669,6,0.644597,0.084177,31,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.7,3,equal_width,15,0.131459,0.30433,0.052339,0.356669,6,0.644597,0.084177,31,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.7,3,equal_mass,10,0.164647,0.357159,0.035297,0.392456,6,0.644597,0.084177,31,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.7,3,equal_mass,15,0.173547,0.340412,0.052043,0.392456,6,0.644597,0.084177,31,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.7,4,equal_width,10,0.152603,0.338009,0.034543,0.372552,6,0.636196,0.081847,31,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.7,4,equal_width,15,0.15594,0.337852,0.0347,0.372552,6,0.636196,0.081847,31,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.7,4,equal_mass,10,0.159675,0.330881,0.041671,0.372552,6,0.636196,0.081847,31,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.7,4,equal_mass,15,0.166613,0.330881,0.041671,0.372552,6,0.636196,0.081847,31,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.9,0,equal_width,10,0.083988,0.066667,0.053738,0.120405,6,0.546262,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.9,0,equal_width,15,0.083988,0.066667,0.053738,0.120405,6,0.546262,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.9,0,equal_mass,10,0.083988,0.066667,0.053738,0.120405,6,0.546262,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.9,0,equal_mass,15,0.083988,0.066667,0.053738,0.120405,6,0.546262,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.9,1,equal_width,10,0.120664,0.331885,0.031414,0.363299,6,0.545792,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.9,1,equal_width,15,0.120664,0.331885,0.031414,0.363299,6,0.545792,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.9,1,equal_mass,10,0.120664,0.331885,0.031414,0.363299,6,0.545792,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.9,1,equal_mass,15,0.120664,0.331885,0.031414,0.363299,6,0.545792,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.9,2,equal_width,10,0.192931,0.497948,0.047872,0.54582,6,0.54582,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.9,2,equal_width,15,0.192931,0.497948,0.047872,0.54582,6,0.54582,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.9,2,equal_mass,10,0.192931,0.497948,0.047872,0.54582,6,0.54582,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.9,2,equal_mass,15,0.192931,0.497948,0.047872,0.54582,6,0.54582,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
