dataset,model,sensitive,mechanism,level,seed,demographic_parity_difference,equalized_odds_difference,disparate_impact_ratio,accuracy,balanced_accuracy,positive_prediction_rate,mean_predicted_prob,std_predicted_prob,mean_group_predictive_entropy,mean_ece_per_group,ece_disparity,selective_fairness_auc,n_params,n_train_effective,label_flip_fraction,skip_reason,python,versions
adult,logreg,race,label_noise,0.4,3,0.140173,0.210008,0.230994,0.824093,0.696718,0.153141,0.446969,0.053102,0.680167,0.277067,0.112979,0.100498,102,36631,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.4,4,0.129146,0.092105,0.463101,0.828679,0.73703,0.200639,0.446804,0.059144,0.679448,0.26366,0.111399,0.13789,102,36631,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,1.0,0,0.150246,0.143382,0.359296,0.853902,0.767449,0.194742,0.238785,0.28496,0.269291,0.046219,0.061498,0.080805,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,1.0,1,0.153883,0.16293,0.387709,0.856523,0.778202,0.204733,0.242087,0.288425,0.271322,0.02654,0.047126,0.084032,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,1.0,2,0.216468,0.464286,0.170973,0.848252,0.758926,0.193678,0.238568,0.284144,0.277558,0.033583,0.055702,0.110454,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,1.0,3,0.17948,0.215357,0.291053,0.849644,0.761483,0.194579,0.238038,0.283732,0.285586,0.033466,0.066571,0.09586,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,1.0,4,0.185135,0.329932,0.212644,0.853575,0.766881,0.194579,0.237738,0.284909,0.294741,0.032123,0.044895,0.09244,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.5,0,0.134925,0.134383,0.382012,0.852592,0.763303,0.191467,0.237048,0.283516,0.268857,0.04582,0.072575,0.080027,102,18316,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.5,1,0.171754,0.23227,0.309329,0.854312,0.775576,0.205307,0.242712,0.288024,0.272214,0.026575,0.041157,0.085787,102,18316,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.5,2,0.205357,0.442308,0.178571,0.849234,0.760862,0.194497,0.238902,0.284237,0.275948,0.034405,0.071003,0.101759,102,18316,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.5,3,0.176549,0.19594,0.322943,0.849071,0.76181,0.196135,0.239163,0.284527,0.285041,0.040535,0.066238,0.0977,102,18316,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.5,4,0.168919,0.29932,0.228395,0.853165,0.763211,0.190238,0.235749,0.285852,0.28857,0.030014,0.051428,0.0888,102,18316,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.2,0,0.168686,0.194676,0.341237,0.850463,0.760731,0.191958,0.236685,0.28702,0.263124,0.039782,0.06921,0.100618,102,7326,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.2,1,0.11874,0.129957,0.450736,0.853984,0.772663,0.201867,0.236593,0.289081,0.255664,0.035611,0.053295,0.073007,102,7326,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.2,2,0.197024,0.284341,0.184729,0.845795,0.761651,0.202195,0.239155,0.292888,0.258678,0.048847,0.081779,0.098545,102,7326,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.2,3,0.129591,0.386364,0.449586,0.846204,0.760278,0.199492,0.241584,0.288368,0.278642,0.051019,0.076684,0.085437,102,7326,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.2,4,0.160811,0.339098,0.237179,0.851527,0.76014,0.189092,0.231392,0.28284,0.281424,0.030036,0.058618,0.085765,102,7326,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.1,0,0.163845,0.260967,0.293181,0.847269,0.757341,0.19335,0.23778,0.290079,0.25653,0.037455,0.062186,0.092251,102,3663,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.1,1,0.12471,0.209086,0.412414,0.850545,0.765242,0.1981,0.237685,0.294476,0.247779,0.049844,0.101441,0.099422,102,3663,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.1,2,0.226984,0.284341,0.190948,0.84301,0.761697,0.2076,0.252246,0.295438,0.271286,0.042875,0.069123,0.172235,102,3663,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.1,3,0.186676,0.186231,0.310871,0.843256,0.754587,0.197199,0.233824,0.288838,0.267787,0.051464,0.078785,0.119361,102,3663,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.1,4,0.229189,0.370748,0.207477,0.846122,0.771132,0.214806,0.246238,0.298686,0.272714,0.04097,0.064737,0.129063,102,3663,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.05,0,0.20387,0.160748,0.27966,0.840226,0.754589,0.203014,0.23584,0.297712,0.242289,0.051068,0.100298,0.114944,102,1832,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.05,1,0.116242,0.125059,0.456006,0.853247,0.770419,0.200147,0.233868,0.291116,0.23844,0.042341,0.092975,0.08738,102,1832,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.05,2,0.154762,0.092293,0.257143,0.841045,0.742225,0.184178,0.224999,0.288697,0.229365,0.060678,0.116211,0.107656,102,1832,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.05,3,0.129212,0.173318,0.442143,0.841454,0.766539,0.217345,0.255141,0.296049,0.293821,0.040483,0.064928,0.090706,102,1832,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.05,4,0.114349,0.253133,0.440422,0.846859,0.756369,0.192777,0.234447,0.286692,0.275139,0.040167,0.067539,0.07241,102,1832,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.02,0,0.197263,0.329293,0.282505,0.836295,0.751067,0.205634,0.242726,0.29869,0.242942,0.055655,0.086319,0.13853,102,733,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.02,1,0.133223,0.151222,0.440462,0.834166,0.759285,0.221194,0.251849,0.315985,0.237451,0.063788,0.078416,0.100467,102,733,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.02,2,0.199603,0.16151,0.309066,0.830153,0.737881,0.199001,0.246714,0.29237,0.267453,0.050147,0.08431,0.168663,102,733,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.02,3,0.166805,0.120698,0.378414,0.826959,0.733905,0.199574,0.237451,0.297633,0.263247,0.057372,0.112413,0.133636,102,733,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,subsample,0.02,4,0.183821,0.305764,0.246083,0.829089,0.758528,0.229875,0.252459,0.313433,0.258091,0.041492,0.060863,0.099769,102,733,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.0,0,0.163081,0.148721,0.557752,0.683085,0.669956,0.33895,0.459252,0.191779,0.610793,0.057255,0.038814,0.179551,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.0,1,0.134466,0.145209,0.622637,0.67466,0.660579,0.329229,0.451531,0.183818,0.616732,0.050717,0.050286,0.142136,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.0,2,0.138047,0.132843,0.600983,0.686325,0.671398,0.318859,0.448499,0.182946,0.614566,0.058241,0.051497,0.193546,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.0,3,0.16517,0.165678,0.542064,0.685677,0.67151,0.327285,0.45165,0.189293,0.610862,0.06246,0.042602,0.182945,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.0,4,0.103432,0.078001,0.712562,0.685677,0.672805,0.341542,0.457869,0.191438,0.622644,0.075628,0.079978,0.133715,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.3,0,0.163081,0.153672,0.557752,0.686973,0.673876,0.33895,0.4592,0.191192,0.610822,0.057236,0.030695,0.17573,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.3,1,0.13047,0.151966,0.636336,0.676604,0.662834,0.332469,0.452025,0.182355,0.617825,0.051602,0.037617,0.142698,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.3,2,0.131521,0.116373,0.616269,0.684381,0.669262,0.316915,0.448879,0.181784,0.615401,0.058652,0.058037,0.189618,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.3,3,0.161152,0.155054,0.552194,0.685677,0.67151,0.327285,0.451787,0.189844,0.610375,0.062425,0.041917,0.183889,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.3,4,0.107404,0.078913,0.713439,0.686973,0.675407,0.3558,0.459011,0.188707,0.6247,0.073703,0.081649,0.130472,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.5,0,0.151605,0.131704,0.579838,0.685029,0.671386,0.333117,0.460213,0.18648,0.614602,0.065501,0.046795,0.172622,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.5,1,0.131219,0.163391,0.628362,0.67466,0.660344,0.326636,0.452516,0.177381,0.620975,0.049261,0.029415,0.133964,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.5,2,0.107687,0.072157,0.682068,0.685029,0.669974,0.317563,0.44963,0.175739,0.619527,0.066927,0.06352,0.179583,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.5,3,0.169276,0.151211,0.540004,0.684381,0.670792,0.333765,0.451436,0.18308,0.615172,0.065799,0.041826,0.172174,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.5,4,0.094257,0.069394,0.733985,0.683085,0.669838,0.337654,0.458311,0.182459,0.629519,0.077664,0.080792,0.124078,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.7,0,0.13091,0.134488,0.50723,0.636423,0.614083,0.241737,0.448999,0.164901,0.632105,0.073392,0.092344,0.151772,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.7,1,0.123006,0.140326,0.51115,0.640959,0.617303,0.226831,0.439484,0.152086,0.634719,0.040016,0.032306,0.155686,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.7,2,0.128396,0.141373,0.513116,0.63059,0.607908,0.238496,0.442814,0.151891,0.637542,0.069243,0.07268,0.175782,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.7,3,0.139057,0.133505,0.479698,0.627349,0.6047,0.239145,0.445262,0.160308,0.634188,0.058857,0.049781,0.158221,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.7,4,0.107571,0.089006,0.588508,0.631886,0.609568,0.242385,0.45145,0.161021,0.642882,0.066365,0.080978,0.149434,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.9,0,0.0,0.0,1.0,0.545042,0.5,0.0,0.456009,0.0,0.688861,0.070073,0.08648,0.0,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.9,1,0.0,0.0,1.0,0.545042,0.5,0.0,0.456142,0.0,0.688948,0.063411,0.074199,0.0,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.9,2,0.0,0.0,1.0,0.545042,0.5,0.0,0.457221,0.0,0.688942,0.073619,0.087855,0.0,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.9,3,0.0,0.0,1.0,0.545042,0.5,0.0,0.457949,0.0,0.689554,0.060155,0.07702,0.0,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.9,4,0.0,0.0,1.0,0.545042,0.5,0.0,0.458031,0.0,0.689562,0.067209,0.092315,0.0,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.95,0,0.0,0.0,1.0,0.545042,0.5,0.0,0.456009,0.0,0.688861,0.070073,0.08648,0.0,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.95,1,0.0,0.0,1.0,0.545042,0.5,0.0,0.456142,0.0,0.688948,0.063411,0.074199,0.0,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.95,2,0.0,0.0,1.0,0.545042,0.5,0.0,0.457221,0.0,0.688942,0.073619,0.087855,0.0,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.95,3,0.0,0.0,1.0,0.545042,0.5,0.0,0.457949,0.0,0.689554,0.060155,0.07702,0.0,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune,0.95,4,0.0,0.0,1.0,0.545042,0.5,0.0,0.458031,0.0,0.689562,0.067209,0.092315,0.0,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.0,0,0.163081,0.148721,0.557752,0.683085,0.669956,0.33895,0.459252,0.191779,0.610793,0.057255,0.038814,0.179551,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.0,1,0.134466,0.145209,0.622637,0.67466,0.660579,0.329229,0.451531,0.183818,0.616732,0.050717,0.050286,0.142136,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.0,2,0.138047,0.132843,0.600983,0.686325,0.671398,0.318859,0.448499,0.182946,0.614566,0.058241,0.051497,0.193546,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.0,3,0.16517,0.165678,0.542064,0.685677,0.67151,0.327285,0.45165,0.189293,0.610862,0.06246,0.042602,0.182945,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.0,4,0.103432,0.078001,0.712562,0.685677,0.672805,0.341542,0.457869,0.191438,0.622644,0.075628,0.079978,0.133715,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.05,0,0.152682,0.139851,0.556378,0.679844,0.664629,0.316267,0.455729,0.174854,0.623471,0.058202,0.042897,0.169421,6,4629,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.05,1,0.126381,0.138452,0.640413,0.672715,0.658325,0.325988,0.455109,0.169175,0.629444,0.056701,0.050097,0.145226,6,4629,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.05,2,0.130938,0.13098,0.605915,0.68827,0.67224,0.306546,0.450011,0.159942,0.632441,0.069214,0.052608,0.187423,6,4629,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.05,3,0.168375,0.174607,0.533177,0.685029,0.670798,0.326636,0.452144,0.172942,0.623963,0.05581,0.02897,0.176049,6,4629,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.05,4,0.101857,0.070904,0.715695,0.684381,0.671381,0.340246,0.459265,0.173661,0.635457,0.078555,0.085179,0.133095,6,4629,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.1,0,0.153056,0.134901,0.551155,0.679196,0.663681,0.313027,0.463273,0.153581,0.640808,0.077582,0.057871,0.170697,6,4629,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.1,1,0.12791,0.148188,0.627458,0.672067,0.656906,0.317563,0.459367,0.147171,0.644805,0.064047,0.032695,0.140931,6,4629,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,label_noise,0.1,2,0.126682,0.122843,0.625094,0.684381,0.668908,0.313027,0.458754,0.149339,0.642321,0.078897,0.056749,0.194628,6,4629,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
